order_id,date,product_name,category,flavor,channel,region,units_sold,price_per_unit,cost_per_unit,discount_pct,revenue,total_cost,profit
PF-101227,2024-07-26,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,West,4,43.99,19.1,0.05,167.16,76.4,90.76
PF-101228,2025-02-15,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,Midwest,3,41.99,17.8,0.0,125.97,53.4,72.57
PF-101229,2024-11-25,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,West,2,24.99,9.5,0.1,44.98,19.0,25.98
PF-101230,2024-06-26,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Northeast,4,41.99,17.8,0.15,142.77,71.2,71.57
PF-101231,2024-06-21,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,South,5,38.99,15.9,0.1,175.46,79.5,95.96
PF-101232,2024-02-11,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,Midwest,1,42.99,18.5,0.05,40.84,18.5,22.34
PF-101233,2024-06-10,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Northeast,5,42.99,18.5,0.05,204.2,92.5,111.7
PF-101234,2024-04-01,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,South,2,38.99,15.9,0.1,70.18,31.8,38.38
PF-101235,2025-05-02,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,Midwest,6,38.99,15.9,0.15,198.85,95.4,103.45
PF-101236,2025-02-25,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Midwest,6,41.99,17.8,0.05,239.34,106.8,132.54
PF-101237,2025-05-26,PulseFuel Mango Pump,Pump Formula,Mango,Website,West,2,39.99,16.25,0.1,71.98,32.5,39.48
PF-101238,2024-12-22,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,Northeast,2,43.99,19.1,0.1,79.18,38.2,40.98
PF-101239,2024-04-07,PulseFuel Mango Pump,Pump Formula,Mango,Retail,West,5,39.99,16.25,0.05,189.95,81.25,108.7
PF-101240,2024-08-12,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,Northeast,2,43.99,19.1,0.0,87.98,38.2,49.78
PF-101241,2024-07-17,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,West,2,42.99,18.5,0.15,73.08,37.0,36.08
PF-101242,2025-05-24,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,Northeast,5,42.99,18.5,0.1,193.46,92.5,100.96
PF-101243,2025-01-07,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,South,4,41.99,17.8,0.15,142.77,71.2,71.57
PF-101244,2024-02-14,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,1,42.99,18.5,0.05,40.84,18.5,22.34
PF-101245,2024-01-30,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,West,3,43.99,19.1,0.15,112.17,57.3,54.87
PF-101246,2025-08-29,PulseFuel Mango Pump,Pump Formula,Mango,Website,Midwest,3,39.99,16.25,0.1,107.97,48.75,59.22
PF-101247,2024-08-23,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,Northeast,2,38.99,15.9,0.15,66.28,31.8,34.48
PF-101248,2024-07-23,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,South,6,41.99,17.8,0.15,214.15,106.8,107.35
PF-101249,2024-02-25,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,West,4,24.99,9.5,0.15,84.97,38.0,46.97
PF-101250,2024-07-01,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Midwest,1,43.99,19.1,0.1,39.59,19.1,20.49
PF-101251,2024-10-03,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Midwest,3,41.99,17.8,0.0,125.97,53.4,72.57
PF-101252,2024-10-14,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Retail,South,5,42.99,18.5,0.0,214.95,92.5,122.45
PF-101253,2024-12-17,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Northeast,3,41.99,17.8,0.05,119.67,53.4,66.27
PF-101254,2025-08-14,PulseFuel Variety Sample Pack,Sample Pack,Variety,Retail,Northeast,2,14.99,5.25,0.05,28.48,10.5,17.98
PF-101255,2025-05-15,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,South,4,24.99,9.5,0.15,84.97,38.0,46.97
PF-101256,2024-10-12,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,West,3,42.99,18.5,0.05,122.52,55.5,67.02
PF-101257,2024-12-01,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,West,3,43.99,19.1,0.05,125.37,57.3,68.07
PF-101258,2025-08-10,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,Northeast,2,24.99,9.5,0.15,42.48,19.0,23.48
PF-101259,2025-05-31,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,South,1,42.99,18.5,0.1,38.69,18.5,20.19
PF-101260,2024-04-10,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Midwest,4,43.99,19.1,0.0,175.96,76.4,99.56
PF-101261,2025-12-10,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Retail,Northeast,8,38.99,15.9,0.03,302.56,127.2,175.36
PF-101262,2024-09-01,PulseFuel Mango Pump,Pump Formula,Mango,Website,South,2,39.99,16.25,0.1,71.98,32.5,39.48
PF-101263,2024-06-14,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Retail,Midwest,4,38.99,15.9,0.0,155.96,63.6,92.36
PF-101264,2025-04-10,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Midwest,3,43.99,19.1,0.05,125.37,57.3,68.07
PF-101265,2025-01-14,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,Northeast,4,39.99,16.25,0.1,143.96,65.0,78.96
PF-101266,2024-03-13,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,Midwest,3,43.99,19.1,0.05,125.37,57.3,68.07
PF-101267,2025-03-12,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,Midwest,3,38.99,15.9,0.1,105.27,47.7,57.57
PF-101268,2024-07-31,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,West,2,38.99,15.9,0.0,77.98,31.8,46.18
PF-101269,2025-06-11,PulseFuel Variety Sample Pack,Sample Pack,Variety,Amazon,West,6,14.99,5.25,0.0,89.94,31.5,58.44
PF-101270,2025-01-27,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,South,5,41.99,17.8,0.0,209.95,89.0,120.95
PF-101271,2025-10-25,PulseFuel Mango Pump,Pump Formula,Mango,Website,Midwest,1,39.99,16.25,0.05,37.99,16.25,21.74
PF-101272,2024-05-21,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,Northeast,4,14.99,5.25,0.15,50.97,21.0,29.97
PF-101273,2025-08-17,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,West,3,24.99,9.5,0.0,74.97,28.5,46.47
PF-101274,2024-11-24,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Midwest,4,41.99,17.8,0.1,151.16,71.2,79.96
PF-101275,2024-02-25,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,South,2,42.99,18.5,0.0,85.98,37.0,48.98
PF-101276,2025-04-26,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,Midwest,3,38.99,15.9,0.05,111.12,47.7,63.42
PF-101277,2025-04-07,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,West,1,39.99,16.25,0.0,39.99,16.25,23.74
PF-101278,2024-07-11,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,Northeast,5,24.99,9.5,0.05,118.7,47.5,71.2
PF-101279,2024-10-22,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,Northeast,4,14.99,5.25,0.0,59.96,21.0,38.96
PF-101280,2025-12-14,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Northeast,3,42.99,18.5,0.0,128.97,55.5,73.47
PF-101281,2024-10-27,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,West,1,43.99,19.1,0.05,41.79,19.1,22.69
PF-101282,2024-12-21,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,Northeast,4,43.99,19.1,0.0,175.96,76.4,99.56
PF-101283,2024-03-05,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Retail,West,3,42.99,18.5,0.05,122.52,55.5,67.02
PF-101284,2025-10-22,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,Midwest,5,41.99,17.8,0.05,199.45,89.0,110.45
PF-101285,2025-05-12,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,West,2,39.99,16.25,0.05,75.98,32.5,43.48
PF-101286,2025-04-13,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,West,4,41.99,17.8,0.05,159.56,71.2,88.36
PF-101287,2024-09-23,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,South,3,41.99,17.8,0.0,125.97,53.4,72.57
PF-101288,2024-05-31,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Northeast,6,41.99,17.8,0.05,239.34,106.8,132.54
PF-101289,2025-12-29,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Northeast,1,43.99,19.1,0.05,41.79,19.1,22.69
PF-101290,2024-06-14,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,South,4,41.99,17.8,0.05,159.56,71.2,88.36
PF-101291,2025-03-27,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Midwest,2,41.99,17.8,0.0,83.98,35.6,48.38
PF-101292,2025-11-12,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,South,2,41.99,17.8,0.05,79.78,35.6,44.18
PF-101293,2025-06-30,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,South,2,41.99,17.8,0.03,81.46,35.6,45.86
PF-101294,2024-05-28,PulseFuel Variety Sample Pack,Sample Pack,Variety,Retail,Northeast,1,14.99,5.25,0.05,14.24,5.25,8.99
PF-101295,2025-07-13,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,Midwest,2,14.99,5.25,0.15,25.48,10.5,14.98
PF-101296,2024-10-23,PulseFuel Variety Sample Pack,Sample Pack,Variety,Amazon,West,3,14.99,5.25,0.1,40.47,15.75,24.72
PF-101297,2024-05-30,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,West,5,38.99,15.9,0.05,185.2,79.5,105.7
PF-101298,2025-12-06,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Northeast,7,42.99,18.5,0.0,300.93,129.5,171.43
PF-101299,2024-11-11,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,Northeast,4,42.99,18.5,0.05,163.36,74.0,89.36
PF-101300,2024-04-04,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,Northeast,3,41.99,17.8,0.1,113.37,53.4,59.97
PF-101301,2024-08-15,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,Northeast,5,38.99,15.9,0.0,194.95,79.5,115.45
PF-101302,2025-07-05,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,West,5,24.99,9.5,0.1,112.45,47.5,64.95
PF-101303,2025-02-07,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,3,42.99,18.5,0.0,128.97,55.5,73.47
PF-101304,2025-11-13,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,West,2,41.99,17.8,0.1,75.58,35.6,39.98
PF-101305,2025-01-30,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,South,3,41.99,17.8,0.15,107.07,53.4,53.67
PF-101306,2025-07-28,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,South,6,42.99,18.5,0.05,245.04,111.0,134.04
PF-101307,2025-03-29,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,West,6,41.99,17.8,0.03,244.38,106.8,137.58
PF-101308,2025-02-28,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,Northeast,2,42.99,18.5,0.0,85.98,37.0,48.98
PF-101309,2024-11-06,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,West,4,43.99,19.1,0.0,175.96,76.4,99.56
PF-101310,2025-08-27,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,South,3,38.99,15.9,0.1,105.27,47.7,57.57
PF-101311,2025-02-28,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,2,42.99,18.5,0.05,81.68,37.0,44.68
PF-101312,2024-07-23,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,4,42.99,18.5,0.0,171.96,74.0,97.96
PF-101313,2024-11-05,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,Midwest,2,24.99,9.5,0.15,42.48,19.0,23.48
PF-101314,2024-08-17,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,South,3,42.99,18.5,0.15,109.62,55.5,54.12
PF-101315,2024-05-07,PulseFuel Mango Pump,Pump Formula,Mango,Retail,South,2,39.99,16.25,0.03,77.58,32.5,45.08
PF-101316,2025-12-05,PulseFuel Mango Pump,Pump Formula,Mango,Website,West,1,39.99,16.25,0.15,33.99,16.25,17.74
PF-101317,2024-03-09,PulseFuel Mango Pump,Pump Formula,Mango,Website,South,3,39.99,16.25,0.15,101.97,48.75,53.22
PF-101318,2024-09-21,PulseFuel Mango Pump,Pump Formula,Mango,Website,Midwest,2,39.99,16.25,0.0,79.98,32.5,47.48
PF-101319,2025-01-17,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,West,4,43.99,19.1,0.0,175.96,76.4,99.56
PF-101320,2025-08-18,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,West,4,42.99,18.5,0.05,163.36,74.0,89.36
PF-101321,2024-12-31,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,South,1,42.99,18.5,0.1,38.69,18.5,20.19
PF-101322,2024-02-19,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,West,1,41.99,17.8,0.1,37.79,17.8,19.99
PF-101323,2024-07-17,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,Northeast,4,38.99,15.9,0.05,148.16,63.6,84.56
PF-101324,2025-07-10,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,West,2,41.99,17.8,0.1,75.58,35.6,39.98
PF-101325,2024-10-04,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,Northeast,3,38.99,15.9,0.1,105.27,47.7,57.57
PF-101326,2024-12-26,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,South,4,24.99,9.5,0.1,89.96,38.0,51.96
PF-101327,2025-05-11,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,Northeast,4,43.99,19.1,0.0,175.96,76.4,99.56
PF-101328,2024-06-07,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,West,5,43.99,19.1,0.05,208.95,95.5,113.45
PF-101329,2025-09-20,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Retail,West,4,38.99,15.9,0.05,148.16,63.6,84.56
PF-101330,2025-07-18,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Retail,South,5,38.99,15.9,0.0,194.95,79.5,115.45
PF-101331,2024-04-29,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,South,3,24.99,9.5,0.03,72.72,28.5,44.22
PF-101332,2025-12-08,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,West,1,41.99,17.8,0.05,39.89,17.8,22.09
PF-101333,2025-06-19,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,Midwest,4,38.99,15.9,0.0,155.96,63.6,92.36
PF-101334,2024-05-01,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,Northeast,4,41.99,17.8,0.0,167.96,71.2,96.76
PF-101335,2024-11-10,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Northeast,3,42.99,18.5,0.0,128.97,55.5,73.47
PF-101336,2024-03-20,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,South,4,42.99,18.5,0.05,163.36,74.0,89.36
PF-101337,2024-04-20,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,Midwest,2,42.99,18.5,0.05,81.68,37.0,44.68
PF-101338,2024-05-01,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,South,4,24.99,9.5,0.0,99.96,38.0,61.96
PF-101339,2024-04-08,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Retail,Northeast,1,38.99,15.9,0.0,38.99,15.9,23.09
PF-101340,2024-07-08,PulseFuel Mango Pump,Pump Formula,Mango,Website,Northeast,1,39.99,16.25,0.1,35.99,16.25,19.74
PF-101341,2025-08-16,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,South,3,41.99,17.8,0.05,119.67,53.4,66.27
PF-101342,2025-06-01,PulseFuel Mango Pump,Pump Formula,Mango,Website,Midwest,5,39.99,16.25,0.0,199.95,81.25,118.7
PF-101343,2025-06-25,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,South,2,41.99,17.8,0.0,83.98,35.6,48.38
PF-101344,2024-04-11,PulseFuel Variety Sample Pack,Sample Pack,Variety,Retail,West,2,14.99,5.25,0.03,29.08,10.5,18.58
PF-101345,2025-01-10,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,Midwest,7,38.99,15.9,0.0,272.93,111.3,161.63
PF-101346,2024-07-04,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,South,2,24.99,9.5,0.05,47.48,19.0,28.48
PF-101347,2024-08-21,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,South,3,43.99,19.1,0.05,125.37,57.3,68.07
PF-101348,2024-04-22,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,South,1,43.99,19.1,0.1,39.59,19.1,20.49
PF-101349,2025-07-24,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,South,6,38.99,15.9,0.15,198.85,95.4,103.45
PF-101350,2024-10-17,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,Midwest,4,43.99,19.1,0.05,167.16,76.4,90.76
PF-101351,2024-08-19,PulseFuel Mango Pump,Pump Formula,Mango,Website,West,3,39.99,16.25,0.05,113.97,48.75,65.22
PF-101352,2024-03-12,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Retail,West,3,24.99,9.5,0.03,72.72,28.5,44.22
PF-101353,2024-07-02,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Amazon,Midwest,5,42.99,18.5,0.05,204.2,92.5,111.7
PF-101354,2025-03-24,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,Northeast,4,43.99,19.1,0.05,167.16,76.4,90.76
PF-101355,2025-02-14,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Retail,Midwest,2,38.99,15.9,0.0,77.98,31.8,46.18
PF-101356,2024-03-07,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Northeast,4,41.99,17.8,0.15,142.77,71.2,71.57
PF-101357,2024-05-05,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,South,5,41.99,17.8,0.1,188.96,89.0,99.96
PF-101358,2025-10-21,PulseFuel Variety Sample Pack,Sample Pack,Variety,Website,Midwest,1,14.99,5.25,0.15,12.74,5.25,7.49
PF-101359,2025-05-11,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,South,6,43.99,19.1,0.0,263.94,114.6,149.34
PF-101360,2024-09-13,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,West,5,43.99,19.1,0.0,219.95,95.5,124.45
PF-101361,2024-04-11,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Retail,South,3,38.99,15.9,0.0,116.97,47.7,69.27
PF-101362,2024-07-02,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,Northeast,4,43.99,19.1,0.1,158.36,76.4,81.96
PF-101363,2025-09-30,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,West,3,42.99,18.5,0.15,109.62,55.5,54.12
PF-101364,2025-04-22,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,South,1,41.99,17.8,0.05,39.89,17.8,22.09
PF-101365,2025-07-09,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,Midwest,4,41.99,17.8,0.0,167.96,71.2,96.76
PF-101366,2025-03-16,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,South,3,24.99,9.5,0.15,63.72,28.5,35.22
PF-101367,2025-03-29,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Midwest,4,43.99,19.1,0.1,158.36,76.4,81.96
PF-101368,2025-12-24,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,South,1,42.99,18.5,0.15,36.54,18.5,18.04
PF-101369,2025-05-14,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,South,2,38.99,15.9,0.1,70.18,31.8,38.38
PF-101370,2025-12-02,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Website,Midwest,4,43.99,19.1,0.05,167.16,76.4,90.76
PF-101371,2025-06-02,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,Midwest,5,42.99,18.5,0.15,182.71,92.5,90.21
PF-101372,2025-09-23,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,South,5,39.99,16.25,0.0,199.95,81.25,118.7
PF-101373,2024-01-29,PulseFuel Mango Pump,Pump Formula,Mango,Website,South,1,39.99,16.25,0.0,39.99,16.25,23.74
PF-101374,2025-10-02,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,South,4,41.99,17.8,0.1,151.16,71.2,79.96
PF-101375,2025-02-25,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,South,2,41.99,17.8,0.1,75.58,35.6,39.98
PF-101376,2024-11-15,PulseFuel Mango Pump,Pump Formula,Mango,Retail,Northeast,3,39.99,16.25,0.03,116.37,48.75,67.62
PF-101377,2024-04-27,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,South,6,41.99,17.8,0.15,214.15,106.8,107.35
PF-101378,2025-11-04,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,West,1,24.99,9.5,0.05,23.74,9.5,14.24
PF-101379,2024-01-21,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Amazon,West,3,38.99,15.9,0.05,111.12,47.7,63.42
PF-101380,2025-08-07,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,West,4,43.99,19.1,0.0,175.96,76.4,99.56
PF-101381,2025-12-08,PulseFuel Mango Pump,Pump Formula,Mango,Website,South,4,39.99,16.25,0.1,143.96,65.0,78.96
PF-101382,2024-06-19,PulseFuel Mango Pump,Pump Formula,Mango,Website,South,2,39.99,16.25,0.15,67.98,32.5,35.48
PF-101383,2025-10-12,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,West,1,24.99,9.5,0.1,22.49,9.5,12.99
PF-101384,2024-08-07,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,West,4,41.99,17.8,0.15,142.77,71.2,71.57
PF-101385,2024-08-19,PulseFuel Mango Pump,Pump Formula,Mango,Retail,Midwest,4,39.99,16.25,0.05,151.96,65.0,86.96
PF-101386,2024-04-07,PulseFuel Mango Pump,Pump Formula,Mango,Website,Midwest,1,39.99,16.25,0.15,33.99,16.25,17.74
PF-101387,2025-03-13,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,Midwest,3,41.99,17.8,0.05,119.67,53.4,66.27
PF-101388,2025-05-31,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Website,Midwest,1,24.99,9.5,0.05,23.74,9.5,14.24
PF-101389,2025-02-28,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,South,5,43.99,19.1,0.1,197.96,95.5,102.46
PF-101390,2024-07-03,PulseFuel Energy Gummies,Energy Gummies,Mixed Berry,Amazon,South,1,24.99,9.5,0.0,24.99,9.5,15.49
PF-101391,2025-08-13,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Amazon,West,3,43.99,19.1,0.05,125.37,57.3,68.07
PF-101392,2024-10-01,PulseFuel Variety Sample Pack,Sample Pack,Variety,Amazon,Midwest,2,14.99,5.25,0.05,28.48,10.5,17.98
PF-101393,2025-08-02,PulseFuel Fruit Punch Non-Stim,Non-Stim Pre-Workout,Fruit Punch,Website,Northeast,1,38.99,15.9,0.15,33.14,15.9,17.24
PF-101394,2024-05-31,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Amazon,West,2,41.99,17.8,0.05,79.78,35.6,44.18
PF-101395,2025-02-24,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Retail,Northeast,3,41.99,17.8,0.0,125.97,53.4,72.57
PF-101396,2025-02-26,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Northeast,6,41.99,17.8,0.05,239.34,106.8,132.54
PF-101397,2025-02-19,PulseFuel Watermelon Pre,Stim Pre-Workout,Watermelon,Website,Northeast,2,41.99,17.8,0.1,75.58,35.6,39.98
PF-101398,2025-04-20,PulseFuel Sour Gummy Pre,Stim Pre-Workout,Sour Gummy,Retail,South,4,43.99,19.1,0.0,175.96,76.4,99.56
PF-101399,2024-07-25,PulseFuel Blue Raspberry Pre,Stim Pre-Workout,Blue Raspberry,Website,South,2,42.99,18.5,0.1,77.38,37.0,40.38
PF-101400,2025-11-05,PulseFuel Mango Pump,Pump Formula,Mango,Amazon,Northeast,7,39.99,16.25,0.1,251.94,113.75,138.19
